ODA/PALLFNF_INDEX,All Commodity Price Index
ODA/AUT_GGR_NGDP,"Austria General Government Revenue, % of GDP"
ODA/AUT_GGX,"Austria General Government Total Expenditure, USD Billions"
ODA/AUT_GGX_NGDP,"Austria General Government Total Expenditure, % of GDP"
ODA/AUT_GGXCNL,"Austria General Government Net Lending/Borrowing, USD Billions"
ODA/AUT_TX_RPCH,"Austria Exports of Goods and services, % change"
ODA/AUT_TXG_RPCH,"Austria Exports of Goods, % change"
ODA/AUT_LUR,"Austria Unemployment Rate, % of Total Labor Force"
ODA/AUT_GGSB_NPGDP,"Austria General Government Structural Balance, % of GDP"
ODA/AUT_LE,"Austria Employment, Millions"
ODA/AUT_GGXONLB,"Austria General Government Primary Net Lending/Borrowing, USD Billions"
ODA/AUT_LP,"Austria Population, Millions"
ODA/AUT_GGXONLB_NGDP,"Austria General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/AUT_GGR,"Austria General Government Revenue, USD Billions"
ODA/AUT_GGXWDN,"Austria General Government Net Debt, USD Billions"
ODA/AUT_GGXWDN_NGDP,"Austria General Government Net Debt, % of GDP"
ODA/AUT_GGXWDG_NGDP,"Austria General Government Gross Debt, % of GDP"
ODA/AUT_NGDP_FY,"Austria GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/AUT_GGXCNL_NGDP,"Austria General Government Net Lending/Borrowing, % of GDP"
ODA/AUT_BCA,"Austria Current Account Balance, USD Billions"
ODA/AUT_GGSB,"Austria General Government Structural Balance, USD Billions"
ODA/AUT_BCA_NGDPD,"Austria Current Account Balance, % of GDP"
ODA/AZE_NGDP_R,"Azerbaijan GDP at Constant Prices, LCU Billions"
ODA/AZE_NGDP_RPCH,"Azerbaijan GDP at Constant Prices, % change"
ODA/AUT_GGXWDG,"Austria General Government Gross Debt, USD Billions"
ODA/AZE_PPPSH,"Azerbaijan Share of World GDP based on PPP, %"
ODA/AZE_NGDP,"Azerbaijan GDP at Current Prices, LCU Billions"
ODA/AZE_NID_NGDP,"Azerbaijan Total Investment, % of GDP"
ODA/AZE_NGDPD,"Azerbaijan GDP at Current Prices, USD Billions"
ODA/AZE_NGSD_NGDP,"Azerbaijan Gross National Savings, % of GDP"
ODA/AZE_NGDP_D,Azerbaijan GDP Deflator
ODA/AZE_PCPI,"Azerbaijan Inflation Index, Average Consumer Prices"
ODA/AZE_NGDPRPC,"Azerbaijan GDP per Capita at Constant Prices, LCU"
ODA/AZE_PCPIPCH,"Azerbaijan Inflation % change, Average Consumer Prices"
ODA/AZE_PCPIE,"Azerbaijan Inflation Index, End of Period Consumer Prices"
ODA/AZE_NGDPPC,"Azerbaijan GDP per Capita at Current Prices, LCU"
ODA/AZE_PCPIEPCH,"Azerbaijan Inflation % change, End of Period Consumer Prices"
ODA/AZE_NGDPDPC,"Azerbaijan GDP per Capita at Current Prices, USD"
ODA/AZE_PPPGDP,"Azerbaijan Country GDP based on PPP Valuation, USD Billions"
ODA/AZE_TM_RPCH,"Azerbaijan Imports of Goods and services, % change"
ODA/AZE_PPPPC,"Azerbaijan Per Capita GDP based on PPP Valuation, USD"
ODA/AZE_PPPEX,"Azerbaijan Implied PPP Conversion Rate, LCU per USD"
ODA/AZE_TXG_RPCH,"Azerbaijan Exports of Goods, % change"
ODA/AZE_LUR,"Azerbaijan Unemployment Rate, % of Total Labor Force"
ODA/AZE_LP,"Azerbaijan Population, Millions"
ODA/AZE_GGR,"Azerbaijan General Government Revenue, USD Billions"
ODA/AZE_GGX,"Azerbaijan General Government Total Expenditure, USD Billions"
ODA/AZE_GGX_NGDP,"Azerbaijan General Government Total Expenditure, % of GDP"
ODA/AZE_GGXCNL,"Azerbaijan General Government Net Lending/Borrowing, USD Billions"
ODA/AZE_TMG_RPCH,"Azerbaijan Imports of Goods, % change"
ODA/AZE_GGXCNL_NGDP,"Azerbaijan General Government Net Lending/Borrowing, % of GDP"
ODA/AZE_TX_RPCH,"Azerbaijan Exports of Goods and services, % change"
ODA/AZE_GGXWDG_NGDP,"Azerbaijan General Government Gross Debt, % of GDP"
ODA/AZE_BCA_NGDPD,"Azerbaijan Current Account Balance, % of GDP"
ODA/AZE_GGR_NGDP,"Azerbaijan General Government Revenue, % of GDP"
ODA/BHS_NGDP_R,"The Bahamas GDP at Constant Prices, LCU Billions"
ODA/BHS_NGDP_RPCH,"The Bahamas GDP at Constant Prices, % change"
ODA/BHS_NGDP,"The Bahamas GDP at Current Prices, LCU Billions"
ODA/AZE_GGXWDG,"Azerbaijan General Government Gross Debt, USD Billions"
ODA/BHS_NGDPRPC,"The Bahamas GDP per Capita at Constant Prices, LCU"
ODA/AZE_NGDP_FY,"Azerbaijan GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/BHS_NGDPPC,"The Bahamas GDP per Capita at Current Prices, LCU"
ODA/AZE_BCA,"Azerbaijan Current Account Balance, USD Billions"
ODA/BHS_NGDPDPC,"The Bahamas GDP per Capita at Current Prices, USD"
ODA/BHS_PPPGDP,"The Bahamas Country GDP based on PPP Valuation, USD Billions"
ODA/BHS_PPPSH,"The Bahamas Share of World GDP based on PPP, %"
ODA/BHS_NID_NGDP,"The Bahamas Total Investment, % of GDP"
ODA/BHS_NGDPD,"The Bahamas GDP at Current Prices, USD Billions"
ODA/BHS_NGSD_NGDP,"The Bahamas Gross National Savings, % of GDP"
ODA/BHS_NGDP_D,The Bahamas GDP Deflator
ODA/BHS_PCPI,"The Bahamas Inflation Index, Average Consumer Prices"
ODA/BHS_PCPIPCH,"The Bahamas Inflation % change, Average Consumer Prices"
ODA/BHS_PCPIE,"The Bahamas Inflation Index, End of Period Consumer Prices"
ODA/BHS_PPPPC,"The Bahamas Per Capita GDP based on PPP Valuation, USD"
ODA/BHS_PPPEX,"The Bahamas Implied PPP Conversion Rate, LCU per USD"
ODA/BHS_LUR,"The Bahamas Unemployment Rate, % of Total Labor Force"
ODA/BHS_LP,"The Bahamas Population, Millions"
ODA/BHS_GGR_NGDP,"The Bahamas General Government Revenue, % of GDP"
ODA/BHS_GGX,"The Bahamas General Government Total Expenditure, USD Billions"
ODA/BHS_PCPIEPCH,"The Bahamas Inflation % change, End of Period Consumer Prices"
ODA/BHS_GGX_NGDP,"The Bahamas General Government Total Expenditure, % of GDP"
ODA/BHS_TM_RPCH,"The Bahamas Imports of Goods and services, % change"
ODA/BHS_GGXCNL,"The Bahamas General Government Net Lending/Borrowing, USD Billions"
ODA/BHS_TMG_RPCH,"The Bahamas Imports of Goods, % change"
ODA/BHS_GGXCNL_NGDP,"The Bahamas General Government Net Lending/Borrowing, % of GDP"
ODA/BHS_TX_RPCH,"The Bahamas Exports of Goods and services, % change"
ODA/BHS_GGXONLB,"The Bahamas General Government Primary Net Lending/Borrowing, USD Billions"
ODA/BHS_TXG_RPCH,"The Bahamas Exports of Goods, % change"
ODA/BHS_GGXONLB_NGDP,"The Bahamas General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/BHS_GGXWDN_NGDP,"The Bahamas General Government Net Debt, % of GDP"
ODA/BHS_GGXWDG,"The Bahamas General Government Gross Debt, USD Billions"
ODA/BHS_GGR,"The Bahamas General Government Revenue, USD Billions"
ODA/BHS_GGXWDG_NGDP,"The Bahamas General Government Gross Debt, % of GDP"
ODA/BHR_NGDP,"Bahrain GDP at Current Prices, LCU Billions"
ODA/BHS_GGXWDN,"The Bahamas General Government Net Debt, USD Billions"
ODA/BHR_NGDPD,"Bahrain GDP at Current Prices, USD Billions"
ODA/BHS_NGDP_FY,"The Bahamas GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/BHR_NGDPPC,"Bahrain GDP per Capita at Current Prices, LCU"
ODA/BHS_BCA,"The Bahamas Current Account Balance, USD Billions"
ODA/BHR_NGDPDPC,"Bahrain GDP per Capita at Current Prices, USD"
ODA/BHR_PPPGDP,"Bahrain Country GDP based on PPP Valuation, USD Billions"
ODA/BHS_BCA_NGDPD,"The Bahamas Current Account Balance, % of GDP"
ODA/BHR_PPPPC,"Bahrain Per Capita GDP based on PPP Valuation, USD"
ODA/BHR_NGDP_R,"Bahrain GDP at Constant Prices, LCU Billions"
ODA/BHR_PPPSH,"Bahrain Share of World GDP based on PPP, %"
ODA/BHR_NGDP_RPCH,"Bahrain GDP at Constant Prices, % change"
ODA/BHR_NID_NGDP,"Bahrain Total Investment, % of GDP"
ODA/BHR_NGSD_NGDP,"Bahrain Gross National Savings, % of GDP"
ODA/BHR_PCPI,"Bahrain Inflation Index, Average Consumer Prices"
ODA/BHR_NGDP_D,Bahrain GDP Deflator
ODA/BHR_NGDPRPC,"Bahrain GDP per Capita at Constant Prices, LCU"
ODA/BHR_PCPIEPCH,"Bahrain Inflation % change, End of Period Consumer Prices"
ODA/BHR_TMG_RPCH,"Bahrain Imports of Goods, % change"
ODA/BHR_TX_RPCH,"Bahrain Exports of Goods and services, % change"
ODA/BHR_PPPEX,"Bahrain Implied PPP Conversion Rate, LCU per USD"
ODA/BHR_LUR,"Bahrain Unemployment Rate, % of Total Labor Force"
ODA/BHR_LP,"Bahrain Population, Millions"
ODA/BHR_GGR,"Bahrain General Government Revenue, USD Billions"
ODA/BHR_PCPIPCH,"Bahrain Inflation % change, Average Consumer Prices"
ODA/BHR_PCPIE,"Bahrain Inflation Index, End of Period Consumer Prices"
ODA/BHR_GGX,"Bahrain General Government Total Expenditure, USD Billions"
ODA/BHR_TM_RPCH,"Bahrain Imports of Goods and services, % change"
ODA/BHR_TXG_RPCH,"Bahrain Exports of Goods, % change"
ODA/BHR_GGXONLB_NGDP,"Bahrain General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/BHR_GGXWDN,"Bahrain General Government Net Debt, USD Billions"
ODA/BHR_GGXWDG,"Bahrain General Government Gross Debt, USD Billions"
ODA/BHR_GGR_NGDP,"Bahrain General Government Revenue, % of GDP"
ODA/BHR_NGDP_FY,"Bahrain GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/BHR_GGX_NGDP,"Bahrain General Government Total Expenditure, % of GDP"
ODA/BHR_GGXCNL,"Bahrain General Government Net Lending/Borrowing, USD Billions"
ODA/BHR_BCA_NGDPD,"Bahrain Current Account Balance, % of GDP"
ODA/BHR_GGXCNL_NGDP,"Bahrain General Government Net Lending/Borrowing, % of GDP"
ODA/BGD_NGDP_R,"Bangladesh GDP at Constant Prices, LCU Billions"
ODA/BHR_GGXONLB,"Bahrain General Government Primary Net Lending/Borrowing, USD Billions"
ODA/BGD_NGDP_RPCH,"Bangladesh GDP at Constant Prices, % change"
ODA/BGD_NGDP,"Bangladesh GDP at Current Prices, LCU Billions"
ODA/BGD_NGDPD,"Bangladesh GDP at Current Prices, USD Billions"
ODA/BHR_GGXWDN_NGDP,"Bahrain General Government Net Debt, % of GDP"
ODA/BGD_NGDP_D,Bangladesh GDP Deflator
ODA/BGD_NGDPRPC,"Bangladesh GDP per Capita at Constant Prices, LCU"
ODA/BHR_GGXWDG_NGDP,"Bahrain General Government Gross Debt, % of GDP"
ODA/BHR_BCA,"Bahrain Current Account Balance, USD Billions"
ODA/BGD_PPPEX,"Bangladesh Implied PPP Conversion Rate, LCU per USD"
ODA/BGD_NID_NGDP,"Bangladesh Total Investment, % of GDP"
ODA/BGD_NGSD_NGDP,"Bangladesh Gross National Savings, % of GDP"
ODA/BGD_PCPI,"Bangladesh Inflation Index, Average Consumer Prices"
ODA/BGD_PCPIPCH,"Bangladesh Inflation % change, Average Consumer Prices"
ODA/BGD_PCPIE,"Bangladesh Inflation Index, End of Period Consumer Prices"
ODA/BGD_NGDPPC,"Bangladesh GDP per Capita at Current Prices, LCU"
ODA/BGD_PCPIEPCH,"Bangladesh Inflation % change, End of Period Consumer Prices"
ODA/BGD_NGDPDPC,"Bangladesh GDP per Capita at Current Prices, USD"
ODA/BGD_PPPGDP,"Bangladesh Country GDP based on PPP Valuation, USD Billions"
ODA/BGD_PPPPC,"Bangladesh Per Capita GDP based on PPP Valuation, USD"
ODA/BGD_PPPSH,"Bangladesh Share of World GDP based on PPP, %"
ODA/BGD_TX_RPCH,"Bangladesh Exports of Goods and services, % change"
ODA/BGD_TXG_RPCH,"Bangladesh Exports of Goods, % change"
ODA/BGD_LP,"Bangladesh Population, Millions"
ODA/BGD_GGR,"Bangladesh General Government Revenue, USD Billions"
ODA/BGD_GGX_NGDP,"Bangladesh General Government Total Expenditure, % of GDP"
ODA/BGD_GGXCNL,"Bangladesh General Government Net Lending/Borrowing, USD Billions"
ODA/BGD_TM_RPCH,"Bangladesh Imports of Goods and services, % change"
ODA/BGD_GGXCNL_NGDP,"Bangladesh General Government Net Lending/Borrowing, % of GDP"
ODA/BGD_TMG_RPCH,"Bangladesh Imports of Goods, % change"
ODA/BGD_GGXONLB,"Bangladesh General Government Primary Net Lending/Borrowing, USD Billions"
ODA/BGD_GGXONLB_NGDP,"Bangladesh General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/BGD_NGDP_FY,"Bangladesh GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/BGD_GGR_NGDP,"Bangladesh General Government Revenue, % of GDP"
ODA/BGD_GGX,"Bangladesh General Government Total Expenditure, USD Billions"
ODA/BRB_NGDPD,"Barbados GDP at Current Prices, USD Billions"
ODA/BRB_NGDP_D,Barbados GDP Deflator
ODA/BRB_NGDPRPC,"Barbados GDP per Capita at Constant Prices, LCU"
ODA/BGD_BCA,"Bangladesh Current Account Balance, USD Billions"
ODA/BGD_BCA_NGDPD,"Bangladesh Current Account Balance, % of GDP"
ODA/BRB_NGDP_R,"Barbados GDP at Constant Prices, LCU Billions"
ODA/BRB_NGDP_RPCH,"Barbados GDP at Constant Prices, % change"
ODA/BRB_PPPEX,"Barbados Implied PPP Conversion Rate, LCU per USD"
ODA/BRB_NGDP,"Barbados GDP at Current Prices, LCU Billions"
ODA/BRB_NID_NGDP,"Barbados Total Investment, % of GDP"
ODA/BRB_NGSD_NGDP,"Barbados Gross National Savings, % of GDP"
ODA/BRB_NGDPPC,"Barbados GDP per Capita at Current Prices, LCU"
ODA/BRB_PCPIEPCH,"Barbados Inflation % change, End of Period Consumer Prices"
ODA/BRB_NGDPDPC,"Barbados GDP per Capita at Current Prices, USD"
ODA/BRB_TM_RPCH,"Barbados Imports of Goods and services, % change"
ODA/BRB_PPPGDP,"Barbados Country GDP based on PPP Valuation, USD Billions"
ODA/BRB_PPPPC,"Barbados Per Capita GDP based on PPP Valuation, USD"
ODA/BRB_TX_RPCH,"Barbados Exports of Goods and services, % change"
ODA/BRB_PPPSH,"Barbados Share of World GDP based on PPP, %"
ODA/BRB_LUR,"Barbados Unemployment Rate, % of Total Labor Force"
ODA/BRB_PCPI,"Barbados Inflation Index, Average Consumer Prices"
ODA/BRB_PCPIPCH,"Barbados Inflation % change, Average Consumer Prices"
ODA/BRB_PCPIE,"Barbados Inflation Index, End of Period Consumer Prices"
ODA/BRB_GGR_NGDP,"Barbados General Government Revenue, % of GDP"
ODA/BRB_GGX,"Barbados General Government Total Expenditure, USD Billions"
ODA/BRB_GGX_NGDP,"Barbados General Government Total Expenditure, % of GDP"
ODA/BRB_TMG_RPCH,"Barbados Imports of Goods, % change"
ODA/BRB_GGXCNL,"Barbados General Government Net Lending/Borrowing, USD Billions"
ODA/BRB_GGXCNL_NGDP,"Barbados General Government Net Lending/Borrowing, % of GDP"
ODA/BRB_GGXONLB,"Barbados General Government Primary Net Lending/Borrowing, USD Billions"
ODA/BRB_TXG_RPCH,"Barbados Exports of Goods, % change"
ODA/BRB_LP,"Barbados Population, Millions"
ODA/BRB_GGR,"Barbados General Government Revenue, USD Billions"
ODA/BRB_NGDP_FY,"Barbados GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/BLR_NGDP,"Belarus GDP at Current Prices, LCU Billions"
ODA/BLR_NGDPD,"Belarus GDP at Current Prices, USD Billions"
ODA/BRB_GGXONLB_NGDP,"Barbados General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/BRB_GGXWDG,"Barbados General Government Gross Debt, USD Billions"
ODA/BRB_GGXWDG_NGDP,"Barbados General Government Gross Debt, % of GDP"
ODA/BLR_NGDPPC,"Belarus GDP per Capita at Current Prices, LCU"
ODA/BLR_NGDPDPC,"Belarus GDP per Capita at Current Prices, USD"
ODA/BRB_BCA,"Barbados Current Account Balance, USD Billions"
ODA/BRB_BCA_NGDPD,"Barbados Current Account Balance, % of GDP"
ODA/BLR_NGDP_R,"Belarus GDP at Constant Prices, LCU Billions"
ODA/BLR_PPPSH,"Belarus Share of World GDP based on PPP, %"
ODA/BLR_PPPEX,"Belarus Implied PPP Conversion Rate, LCU per USD"
ODA/BLR_NGDP_RPCH,"Belarus GDP at Constant Prices, % change"
ODA/BLR_NID_NGDP,"Belarus Total Investment, % of GDP"
ODA/BLR_NGSD_NGDP,"Belarus Gross National Savings, % of GDP"
ODA/BLR_NGDP_D,Belarus GDP Deflator
ODA/BLR_PCPIPCH,"Belarus Inflation % change, Average Consumer Prices"
ODA/BLR_NGDPRPC,"Belarus GDP per Capita at Constant Prices, LCU"
ODA/BLR_TM_RPCH,"Belarus Imports of Goods and services, % change"
ODA/BLR_PPPGDP,"Belarus Country GDP based on PPP Valuation, USD Billions"
ODA/BLR_PPPPC,"Belarus Per Capita GDP based on PPP Valuation, USD"
ODA/BLR_LUR,"Belarus Unemployment Rate, % of Total Labor Force"
ODA/BLR_PCPI,"Belarus Inflation Index, Average Consumer Prices"
ODA/BLR_PCPIE,"Belarus Inflation Index, End of Period Consumer Prices"
ODA/BLR_PCPIEPCH,"Belarus Inflation % change, End of Period Consumer Prices"
ODA/BLR_TMG_RPCH,"Belarus Imports of Goods, % change"
ODA/BLR_TX_RPCH,"Belarus Exports of Goods and services, % change"
ODA/BLR_TXG_RPCH,"Belarus Exports of Goods, % change"
ODA/BLR_GGXONLB,"Belarus General Government Primary Net Lending/Borrowing, USD Billions"
ODA/BLR_GGXONLB_NGDP,"Belarus General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/BLR_LP,"Belarus Population, Millions"
ODA/BLR_GGXWDG_NGDP,"Belarus General Government Gross Debt, % of GDP"
ODA/BLR_GGR,"Belarus General Government Revenue, USD Billions"
ODA/BLR_NGDP_FY,"Belarus GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/BLR_GGR_NGDP,"Belarus General Government Revenue, % of GDP"
ODA/BLR_BCA,"Belarus Current Account Balance, USD Billions"
ODA/BLR_GGX,"Belarus General Government Total Expenditure, USD Billions"
ODA/BLR_GGX_NGDP,"Belarus General Government Total Expenditure, % of GDP"
ODA/BLR_GGXCNL,"Belarus General Government Net Lending/Borrowing, USD Billions"
ODA/BLR_GGXCNL_NGDP,"Belarus General Government Net Lending/Borrowing, % of GDP"
ODA/BEL_NGDP,"Belgium GDP at Current Prices, LCU Billions"
ODA/BLR_GGXWDG,"Belarus General Government Gross Debt, USD Billions"
ODA/BEL_NGDPPC,"Belgium GDP per Capita at Current Prices, LCU"
ODA/BLR_BCA_NGDPD,"Belarus Current Account Balance, % of GDP"
ODA/BEL_NGDP_R,"Belgium GDP at Constant Prices, LCU Billions"
ODA/BEL_PPPPC,"Belgium Per Capita GDP based on PPP Valuation, USD"
ODA/BEL_NGDP_RPCH,"Belgium GDP at Constant Prices, % change"
ODA/BEL_NID_NGDP,"Belgium Total Investment, % of GDP"
ODA/BEL_NGDPD,"Belgium GDP at Current Prices, USD Billions"
ODA/BEL_NGDP_D,Belgium GDP Deflator
ODA/BEL_NGDPRPC,"Belgium GDP per Capita at Constant Prices, LCU"
ODA/BEL_NGSD_NGDP,"Belgium Gross National Savings, % of GDP"
ODA/BEL_PCPIPCH,"Belgium Inflation % change, Average Consumer Prices"
ODA/BEL_NGDPDPC,"Belgium GDP per Capita at Current Prices, USD"
ODA/BEL_PCPIE,"Belgium Inflation Index, End of Period Consumer Prices"
ODA/BEL_NGAP_NPGDP,"Belgium Output Gap, % of potential GDP"
ODA/BEL_PCPIEPCH,"Belgium Inflation % change, End of Period Consumer Prices"
ODA/BEL_PPPGDP,"Belgium Country GDP based on PPP Valuation, USD Billions"
ODA/BEL_TM_RPCH,"Belgium Imports of Goods and services, % change"
ODA/BEL_PPPSH,"Belgium Share of World GDP based on PPP, %"
ODA/BEL_PPPEX,"Belgium Implied PPP Conversion Rate, LCU per USD"
ODA/BEL_TX_RPCH,"Belgium Exports of Goods and services, % change"
ODA/BEL_TXG_RPCH,"Belgium Exports of Goods, % change"
ODA/BEL_LUR,"Belgium Unemployment Rate, % of Total Labor Force"
ODA/BEL_PCPI,"Belgium Inflation Index, Average Consumer Prices"
ODA/BEL_GGR_NGDP,"Belgium General Government Revenue, % of GDP"
ODA/BEL_GGX,"Belgium General Government Total Expenditure, USD Billions"
ODA/BEL_TMG_RPCH,"Belgium Imports of Goods, % change"
ODA/BEL_GGSB_NPGDP,"Belgium General Government Structural Balance, % of GDP"
ODA/BEL_LE,"Belgium Employment, Millions"
ODA/BEL_LP,"Belgium Population, Millions"
ODA/BEL_GGXONLB_NGDP,"Belgium General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/BEL_GGR,"Belgium General Government Revenue, USD Billions"
ODA/BEL_GGX_NGDP,"Belgium General Government Total Expenditure, % of GDP"
ODA/BEL_GGXCNL,"Belgium General Government Net Lending/Borrowing, USD Billions"
ODA/BEL_NGDP_FY,"Belgium GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/BEL_GGXCNL_NGDP,"Belgium General Government Net Lending/Borrowing, % of GDP"
ODA/BEL_BCA,"Belgium Current Account Balance, USD Billions"
ODA/BEL_GGSB,"Belgium General Government Structural Balance, USD Billions"
ODA/BEL_BCA_NGDPD,"Belgium Current Account Balance, % of GDP"
ODA/BEL_GGXONLB,"Belgium General Government Primary Net Lending/Borrowing, USD Billions"
ODA/BLZ_NGDP_RPCH,"Belize GDP at Constant Prices, % change"
ODA/BLZ_NGDP,"Belize GDP at Current Prices, LCU Billions"
ODA/BEL_GGXWDN,"Belgium General Government Net Debt, USD Billions"
ODA/BLZ_NGDPD,"Belize GDP at Current Prices, USD Billions"
ODA/BEL_GGXWDN_NGDP,"Belgium General Government Net Debt, % of GDP"
ODA/BEL_GGXWDG,"Belgium General Government Gross Debt, USD Billions"
ODA/BLZ_NGDP_D,Belize GDP Deflator
ODA/BEL_GGXWDG_NGDP,"Belgium General Government Gross Debt, % of GDP"
ODA/BLZ_PPPGDP,"Belize Country GDP based on PPP Valuation, USD Billions"
ODA/BLZ_PPPPC,"Belize Per Capita GDP based on PPP Valuation, USD"
ODA/BLZ_NGDP_R,"Belize GDP at Constant Prices, LCU Billions"
ODA/BLZ_PPPSH,"Belize Share of World GDP based on PPP, %"
ODA/BLZ_PPPEX,"Belize Implied PPP Conversion Rate, LCU per USD"
ODA/BLZ_NGDPRPC,"Belize GDP per Capita at Constant Prices, LCU"
ODA/BLZ_PCPIE,"Belize Inflation Index, End of Period Consumer Prices"
ODA/BLZ_NGDPPC,"Belize GDP per Capita at Current Prices, LCU"
ODA/BLZ_NGDPDPC,"Belize GDP per Capita at Current Prices, USD"
ODA/BLZ_TMG_RPCH,"Belize Imports of Goods, % change"
ODA/BLZ_TX_RPCH,"Belize Exports of Goods and services, % change"
ODA/BLZ_NID_NGDP,"Belize Total Investment, % of GDP"
ODA/BLZ_LUR,"Belize Unemployment Rate, % of Total Labor Force"
ODA/BLZ_NGSD_NGDP,"Belize Gross National Savings, % of GDP"
ODA/BLZ_PCPI,"Belize Inflation Index, Average Consumer Prices"
ODA/BLZ_GGR,"Belize General Government Revenue, USD Billions"
ODA/BLZ_PCPIPCH,"Belize Inflation % change, Average Consumer Prices"
ODA/BLZ_GGR_NGDP,"Belize General Government Revenue, % of GDP"
ODA/BLZ_PCPIEPCH,"Belize Inflation % change, End of Period Consumer Prices"
ODA/BLZ_GGX_NGDP,"Belize General Government Total Expenditure, % of GDP"
